path,rows,columns,card_columns,move_columns,damage_columns,energy_columns,hp_columns,effect_columns,has_move_related_column
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section1\section1b_notebook53_validation_checks.csv,28,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\section7a_runtime_method_discovery.csv,27,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3b_legality_aware_schema.json,27,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section7\section7a_validation_checks.csv,27,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section3\feature_engineering\section3b_feature_validation_checks.csv,27,4,"[""check_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\section5b_expanded_battle_results.csv,24,36,"[""scenario_name"", ""condition_name"", ""player_card"", ""opponent_card""]",[],[],"[""starting_player_energy"", ""starting_opponent_energy""]","[""starting_player_hp"", ""starting_opponent_hp"", ""final_player_hp"", ""final_opponent_hp""]",[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6e_tournament_replay_transcripts.csv,24,3,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\section5a_expanded_scenario_specs.csv,24,18,"[""scenario_name"", ""player_card"", ""opponent_card"", ""base_scenario_name"", ""condition_name""]",[],[],"[""player_energy"", ""opponent_energy""]","[""player_hp"", ""opponent_hp""]",[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\section7a_runtime_symbol_discovery.csv,24,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\final_validation\section8d_artifact_inventory.csv,23,6,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6b_runtime_interfaces.csv,22,8,"[""file_name"", ""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4va_frozen_replay_scenario_columns.csv,22,6,"[""column_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_validation_checks.csv,22,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4t_energy_instrumentation_schema.csv,22,3,"[""column_name""]",[],[],[],[],"[""description""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6b_validation_checks.csv,22,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1b_notebook49_validation_report.csv,21,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\final_validation\section8d_validation_checks.csv,21,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_final_integration_profile.csv,21,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\final_validation\section8d_final_dataset_profile.csv,21,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_artifact_inventory.csv,20,6,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\policy_dataset\section8c_variant_summary.csv,20,7,"[""variant_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook27\full_game_series.csv,20,6,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_unseen_categories.csv,20,4,"[""feature_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4f_upstream_notebook_reference_trace.csv,19,8,"[""matched_cards""]",[],[],[],[],"[""text_excerpt""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section7\section7a_final_model_profile.csv,19,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section7\section7a_artifact_inventory.csv,18,6,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6b_source_inventory.csv,18,6,"[""file_name"", ""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section7\section7a_handoff_manifest.json,18,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section7\section7a_handoff_manifest.json,18,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section4\policy_training\section4d_feature_importance.csv,18,3,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_dataset_validation_checks.csv,18,5,"[""check_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\models\notebook50\feature_names.json,18,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section7\section7a_final_integration_profile.csv,18,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_split_validation_checks.csv,17,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4u_runtime_symbols.csv,17,5,"[""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_preprocessing_validation_checks.csv,17,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_final_tournament_profile.csv,17,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6b_benchmark_profile.csv,17,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_handoff_manifest.json,16,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook15_benchmark.csv,16,10,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_field_mapping.csv,16,3,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section1\section1b_notebook52_handoff_profile.csv,16,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_dataset_contract.csv,16,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\rl_transition_contract.csv,16,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\exact_search_adapter_contract.json,15,4,"[""name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section1\section1b_notebook53_artifact_inventory.csv,15,6,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\baseline_agent_definition_inventory.json,14,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_handoff_manifest.json,14,35,"[""top_player_card"", ""top_player_card_win_rate"", ""weakest_player_card""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section7\section7a_section_completion_status.csv,14,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_training_validation_checks.csv,14,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_validation_checks.csv,14,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section7\section7a_validation_checks.csv,14,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2a_split_validation_checks.csv,13,4,"[""check_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\dataset_type_shape_audit.csv,13,3,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4va_full_replay_interface_profile.csv,12,6,"[""interface_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_mechanic_support_discovery.csv,12,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3a_theoretical_improvement_profile.csv,12,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\policy_dataset\section8c_dataset_statistics.csv,12,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6c_simulator_runtime_bindings.csv,11,7,"[""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6d_simulator_runtime_symbols.csv,11,6,"[""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section1\section1b_notebook52_artifact_inventory.csv,11,6,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook47\competitive_policy_packaging.json,11,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_simulator_source_symbols.csv,11,5,"[""module_name"", ""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook25\final_audit.json,11,9,"[""repository_cards"", ""official_cards""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4t_simulator_source_symbols.csv,11,4,"[""source_name"", ""symbol_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_schema_report.csv,11,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook35\production_workflow.csv,11,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook45\existing_simulator_api.json,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1a_handoff_artifact_inventory.csv,10,5,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section7\section7a_artifact_inventory.csv,10,6,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_validation_checks.csv,10,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_validation_checks.csv,10,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4ud_validation_checks.csv,10,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4n_validation_checks.csv,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_categorical_vocabulary.csv,10,3,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4r_validation_checks.csv,10,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_validation_checks.csv,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2a_validation_checks.csv,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2b_validation_checks.csv,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_validation_checks.csv,10,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4ud_policy_instance_attributes.csv,10,3,"[""attribute_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6a_overall_dashboard.csv,10,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4h_targeted_pdf_card_matches.csv,9,8,"[""card_name""]",[],[],[],[],"[""page_text_character_count"", ""context_text""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4ud_adapter_interface_profile.csv,9,6,"[""object_name"", ""method_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4uc_adapter_method_profile.csv,9,4,"[""class_name"", ""method_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4i_validation_checks.csv,9,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_validation_checks.csv,9,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\final_competitive_strength_table.csv,9,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section6\section6a_weight_profile.csv,9,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section5\policy_evaluation\section5a_weight_profile.csv,9,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_test_classification_report.csv,9,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_validation_classification_report.csv,9,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\analysis\section4b_battle_analysis.csv,8,32,"[""scenario_name"", ""player_card"", ""opponent_card"", ""winner_card"", ""loser_card""]",[],[],[],"[""final_player_hp"", ""final_opponent_hp"", ""hp_margin"", ""absolute_hp_margin""]",[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\section4a_single_pass_battle_results.csv,8,27,"[""scenario_name"", ""player_card"", ""opponent_card""]",[],[],[],"[""final_player_hp"", ""final_opponent_hp""]",[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4n_saved_official_card_images.csv,8,18,"[""card_id"", ""card_name"", ""source_image_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4o_verified_official_card_images.csv,8,18,"[""card_id"", ""card_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4m_card_destination_detail.csv,8,23,"[""card_id"", ""card_name"", ""destination_target_cards_found"", ""destination_mentions_card_name""]",[],[],[],[],"[""destination_text_character_count""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4k_official_card_image_links.csv,8,18,"[""card_id"", ""card_name"", ""card_text_x"", ""card_text_y""]",[],[],[],[],"[""card_text_x"", ""card_text_y"", ""complete_row_text""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4m_card_destination_matches.csv,8,15,"[""card_id"", ""card_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4k_card_text_positions.csv,8,6,"[""card_name""]",[],[],[],[],"[""text_fragment"", ""text_x"", ""text_y""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section5_api_validation_summary.json,8,6,"[""name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\real_engine_definition_inventory.json,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4va_validation_checks.csv,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_factor_strength.csv,8,6,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4u_preflight_validation_checks.csv,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4s_validation_checks.csv,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4uc_validation_checks.csv,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4m_destination_page_profile.csv,8,9,"[""target_card_names_found"", ""xobject_names""]",[],[],[],[],"[""text_character_count"", ""text_excerpt""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section7\section7a_optimization_targets.csv,8,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4t_validation_checks.csv,8,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4m_destination_assignment_profile.csv,8,6,"[""assigned_card_rows"", ""card_ids"", ""card_names""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2a_overall_opportunity_profile.csv,8,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\dataset_statistics.csv,8,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook36\production_readiness.csv,8,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\production_readiness.csv,8,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4i_card_id_pdf_source_capability.csv,7,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\final_validation\section8d_handoff_manifest.json,7,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\section8a_search_binding.json,7,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section4\section4a_candidate_dataset_inventory.csv,7,5,"[""filename""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section5_entry_point_inventory.csv,7,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6b_artifact_inventory.csv,7,6,"[""artifact_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook29\state_frequency.csv,7,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section5_module_inventory.csv,7,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4j_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section1\section1a_directory_status.csv,7,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4h_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4k_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4m_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4d_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4l_validation_checks.csv,7,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6a_confidence_metrics.csv,7,2,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\models\notebook50\model_metadata.json,6,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\models\notebook53\legality_aware_random_forest_metadata.json,6,1,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook45\exact_integration_definitions.json,6,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\section7a_simulator_binding_repair.json,6,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\competitive_policy_side_bias.csv,6,10,"[""baseline_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4uc_constructor_parameters.csv,6,6,"[""class_name"", ""parameter_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2b_target_profile.csv,6,9,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section3_priority_loss_groups.csv,6,6,"[""baseline_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section6_hard_example_summary.csv,6,6,"[""baseline_name""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section6_reproducibility_fields.csv,6,6,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook31\opponent_library.csv,6,9,"[""name""]",[],[],[],[],"[""description""]",False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\replay_adapter_integration.csv,6,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook36\training_pipeline_architecture.csv,6,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section3_side_by_baseline_performance.csv,6,8,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4c_validation_checks.csv,6,4,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4va_legal_action_support_objects.csv,6,5,"[""object_name"", ""column_names""]",[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section6\section6a_model_comparison.csv,6,5,[],[],[],[],[],[],False
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section5\policy_evaluation\section5b_model_comparison.csv,6,5,[],[],[],[],[],[],False
